iteration,reward_mean,length_mean,games,loss
66000,2.23,4.77,13,0.005892913322895765
66500,1.5,4.0,10,0.004680444486439228
67000,3.0,6.0,8,0.004232550971210003
67500,2.62,5.62,8,0.0059420946054160595
68000,5.88,8.88,8,0.011472205631434917
68500,2.75,5.75,8,0.017683731392025948
69000,2.38,5.38,8,0.0050504435785114765
69500,3.5,6.5,8,0.010005501098930836
70000,3.62,6.62,8,0.014745129272341728
70500,3.75,6.75,8,0.011851644143462181
71000,2.88,5.88,8,0.004705006256699562
71500,3.25,6.25,8,0.018970400094985962
72000,2.88,5.88,8,0.0032908269204199314
72500,3.88,6.88,8,0.004337023943662643
73000,3.5,6.5,8,0.009806852787733078
73500,3.25,6.25,8,0.006146619096398354
74000,4.88,7.88,8,0.0038818924222141504
74500,4.38,7.38,8,0.006555452477186918
75000,4.88,7.88,8,0.017923787236213684
75500,2.75,5.75,8,0.013585667125880718
76000,3.38,6.38,8,0.004745099227875471
76500,4.62,7.62,8,0.006464560516178608
77000,3.5,6.5,8,0.011884516105055809
77500,6.62,9.62,8,0.006835203617811203
78000,5.75,8.75,8,0.0046084728091955185
78500,6.12,9.12,8,0.004086462780833244
79000,8.22,11.22,9,0.010556264780461788
79500,4.62,7.62,8,0.010501611977815628
80000,5.75,8.75,8,0.012744903564453125
80500,5.5,8.5,8,0.01140221580862999
81000,7.88,10.88,8,0.006182987708598375
81500,4.12,7.12,8,0.007118792273104191
82000,7.88,10.88,8,0.004194130189716816
82500,4.88,7.88,8,0.005353544373065233
83000,4.88,7.88,8,0.012507877312600613
83500,9.12,12.12,8,0.005854962393641472
84000,8.0,11.0,8,0.007564363535493612
84500,7.5,10.5,8,0.015897059813141823
85000,5.62,8.62,8,0.0042024170979857445
85500,5.0,8.0,8,0.021261440590023994
86000,4.75,7.75,8,0.015491953119635582
86500,7.75,10.75,8,0.008265495300292969
87000,6.0,9.0,8,0.011601935140788555
87500,7.12,10.12,8,0.006824662443250418
88000,5.62,8.62,8,0.016528187319636345
88500,6.75,9.75,8,0.005110688973218203
89000,5.12,8.12,8,0.005823767278343439
89500,6.5,9.5,8,0.0036708838306367397
90000,7.25,10.25,8,0.012065778486430645
90500,5.38,8.38,8,0.0295524001121521
91000,8.62,11.62,8,0.005490952171385288
91500,6.25,9.25,8,0.0124081801623106
92000,7.38,10.38,8,0.004914412274956703
92500,10.22,13.22,9,0.0032080737873911858
93000,7.12,10.12,8,0.01796475425362587
93500,3.88,6.88,8,0.005865667946636677
94000,9.88,12.88,8,0.0031461869366467
94500,5.38,8.38,8,0.003950088284909725
95000,7.25,10.25,8,0.0033802774269133806
95500,10.62,13.62,8,0.004108869470655918
96000,12.12,15.12,8,0.002495676511898637
96500,4.38,7.38,8,0.002316488418728113
97000,8.12,11.12,8,0.00241742841899395
97500,7.38,10.38,8,0.0043948860839009285
98000,10.62,13.62,8,0.014566279947757721
98500,11.62,14.62,8,0.004246443510055542
99000,8.25,11.25,8,0.0038321297615766525
99500,12.0,15.0,8,0.005529429763555527
100000,6.0,9.0,8,0.011967789381742477
100500,7.62,10.62,8,0.005049049388617277
101000,8.38,11.38,8,0.007113013882189989
101500,10.38,13.38,8,0.0037328738253563643
102000,7.38,10.38,8,0.004267340525984764
102500,10.5,13.5,8,0.005855807103216648
103000,7.0,10.0,8,0.004116252064704895
103500,11.25,14.25,8,0.015680741518735886
104000,11.38,14.38,8,0.015403424389660358
104500,7.75,10.75,8,0.008002804592251778
105000,10.5,13.5,8,0.005760107189416885
105500,9.62,12.62,8,0.0088462820276618
106000,13.12,16.12,8,0.010381175205111504
106500,10.12,13.12,8,0.003291256260126829
107000,7.25,10.25,8,0.0035685112234205008
107500,7.25,10.25,8,0.00349144428037107
108000,13.0,16.0,8,0.006535796448588371
108500,10.62,13.62,8,0.012525822967290878
109000,9.62,12.62,8,0.0044556581415236
109500,12.0,15.0,8,0.023686762899160385
110000,10.62,13.62,8,0.008975453674793243
110500,11.88,14.88,8,0.005669944919645786
111000,7.75,10.75,8,0.014783786609768867
111500,7.0,10.0,8,0.005019985139369965
112000,10.38,13.38,8,0.0045474618673324585
112500,11.75,14.75,8,0.004577558487653732
113000,8.38,11.38,8,0.004503554664552212
113500,13.5,16.5,8,0.017251554876565933
114000,8.5,11.5,8,0.011944286525249481
114500,8.12,11.12,8,0.008422182872891426
115000,11.38,14.38,8,0.005636545829474926
115500,11.75,14.75,8,0.003492453135550022
116000,14.88,17.88,8,0.004623440094292164
116500,13.0,16.0,8,0.006538266781717539
117000,15.12,18.12,8,0.004452255554497242
117500,10.0,13.0,8,0.005911205895245075
118000,9.38,12.38,8,0.004304956644773483
118500,12.25,15.25,8,0.007122441660612822
119000,9.12,12.12,8,0.010010800324380398
119500,13.38,16.38,8,0.007153768092393875
120000,12.0,15.0,8,0.005543682724237442
120500,12.0,15.0,8,0.004546081181615591
121000,12.75,15.75,8,0.0037150592543184757
121500,7.62,10.62,8,0.00638812780380249
122000,12.75,15.75,8,0.005209713242948055
122500,12.62,15.62,8,0.0047695753164589405
123000,13.88,16.88,8,0.007503114640712738
123500,10.75,13.75,8,0.007973747327923775
124000,9.12,12.12,8,0.003263691905885935
124500,11.5,14.5,8,0.004262107424438
125000,12.62,15.62,8,0.0034152776934206486
125500,15.75,18.75,8,0.0034059095196425915
126000,17.5,20.5,8,0.0047591025941073895
126500,14.38,17.38,8,0.007000656332820654
127000,12.0,15.0,8,0.0036717078182846308
127500,13.75,16.75,8,0.004343641921877861
128000,15.25,18.25,8,0.0031663510017096996
128500,15.62,18.62,8,0.005913493223488331
129000,7.88,10.88,8,0.002639652229845524
129500,11.88,14.88,8,0.005044677294790745
130000,16.25,19.25,8,0.004842964466661215
130500,14.62,17.62,8,0.004855487961322069
131000,15.62,18.62,8,0.005001395009458065
131500,15.62,18.62,8,0.0061082616448402405
132000,12.38,15.38,8,0.0045438543893396854
132500,14.25,17.25,8,0.0044958870857954025
133000,9.25,12.25,8,0.003222199622541666
133500,12.38,15.38,8,0.004418231546878815
134000,12.88,15.88,8,0.0046257576905190945
134500,11.38,14.38,8,0.007845638319849968
135000,16.75,19.75,8,0.006122211460024118
135500,14.38,17.38,8,0.007599111180752516
136000,12.0,15.0,8,0.008767681196331978
136500,14.38,17.38,8,0.007382530253380537
137000,13.62,16.62,8,0.01013888232409954
137500,11.88,14.88,8,0.008371013216674328
138000,10.62,13.62,8,0.005048881284892559
138500,16.0,19.0,8,0.006844831630587578
139000,7.75,10.75,8,0.006054556462913752
139500,17.62,20.62,8,0.005523689556866884
140000,13.75,16.75,8,0.002790502505376935
140500,13.5,16.5,8,0.008786851540207863
141000,13.88,16.88,8,0.00836654007434845
141500,10.62,13.62,8,0.011066146194934845
142000,10.88,13.88,8,0.003029346000403166
142500,18.0,21.0,8,0.0034845597110688686
143000,7.38,10.38,8,0.002975616604089737
143500,16.38,19.38,8,0.004117646254599094
144000,11.75,14.75,8,0.008836047723889351
144500,13.62,16.62,8,0.005614037625491619
145000,16.25,19.25,8,0.006517849862575531
145500,13.88,16.88,8,0.006599240005016327
146000,15.88,18.88,8,0.0028986483812332153
146500,12.75,15.75,8,0.004950454458594322
147000,15.12,18.12,8,0.011739226058125496
147500,11.25,14.25,8,0.00290935137309134
148000,13.75,16.75,8,0.0036345114931464195
148500,10.88,13.88,8,0.0031373610254377127
149000,14.25,17.25,8,0.005092186853289604
149500,12.38,15.38,8,0.0039278785698115826
150000,13.0,16.0,8,0.0071798996068537235
150500,13.38,16.38,8,0.004328426904976368
151000,12.75,15.75,8,0.006580057088285685
151500,15.25,18.25,8,0.0029555223882198334
152000,11.38,14.38,8,0.01696993224322796
152500,13.75,16.75,8,0.005160246975719929
153000,15.62,18.62,8,0.004673652350902557
153500,12.25,15.25,8,0.0025884537026286125
154000,16.25,19.25,8,0.0034095244482159615
154500,14.75,17.75,8,0.010997636243700981
155000,17.12,20.12,8,0.008040697313845158
155500,13.38,16.38,8,0.0033106559421867132
156000,17.38,20.38,8,0.007373532745987177
156500,9.75,12.75,8,0.0046274978667497635
157000,13.25,16.25,8,0.012304870411753654
157500,13.75,16.75,8,0.004432132467627525
158000,10.62,13.62,8,0.006186670158058405
158500,12.12,15.12,8,0.004038589540868998
159000,12.62,15.62,8,0.004181195981800556
159500,15.25,18.25,8,0.0037177931517362595
160000,15.25,18.25,8,0.0035969256423413754
160500,12.12,15.12,8,0.0064372653141617775
161000,15.0,18.0,8,0.003500039456412196
161500,9.88,12.88,8,0.004183038137853146
162000,13.12,16.12,8,0.003515351563692093
162500,18.12,21.12,8,0.005013993009924889
163000,13.25,16.25,8,0.004691864363849163
163500,9.88,12.88,8,0.002805046271532774
164000,8.75,11.75,8,0.002126573119312525
164500,10.25,13.25,8,0.0029344966169446707
165000,16.62,19.62,8,0.005028007552027702
165500,14.88,17.88,8,0.004210704937577248
166000,16.0,19.0,8,0.003172266995534301
166500,18.38,21.38,8,0.008290504105389118
167000,11.38,14.38,8,0.005323674529790878
167500,10.5,13.5,8,0.01054772362112999
168000,14.25,17.25,8,0.005508308298885822
168500,13.25,16.25,8,0.005472417455166578
169000,13.25,16.25,8,0.005001830868422985
169500,15.0,18.0,8,0.01033732108771801
170000,15.38,18.38,8,0.0030892454087734222
170500,12.5,15.5,8,0.0034711237531155348
171000,10.88,13.88,8,0.005068155005574226
171500,11.38,14.38,8,0.0026171645149588585
172000,8.0,11.0,8,0.019060878083109856
172500,10.25,13.25,8,0.004056589677929878
173000,13.89,16.89,9,0.002929358510300517
173500,11.88,14.88,8,0.006985245272517204
174000,7.88,10.88,8,0.003206901717931032
174500,13.5,16.5,8,0.004050219431519508
175000,15.25,18.25,8,0.00661450857296586
175500,15.38,18.38,8,0.0037682680413126945
176000,15.62,18.62,8,0.0036872588098049164
176500,15.75,18.75,8,0.004671777598559856
177000,9.12,12.12,8,0.0024465336464345455
177500,14.88,17.88,8,0.00964817963540554
178000,13.38,16.38,8,0.004010859876871109
178500,14.25,17.25,8,0.004404263570904732
179000,12.88,15.88,8,0.004234339110553265
179500,12.25,15.25,8,0.010362498462200165
180000,12.25,15.25,8,0.002544183749705553
180500,8.88,11.88,8,0.0037355341482907534
181000,15.38,18.38,8,0.003526851534843445
181500,13.12,16.12,8,0.0158455241471529
182000,14.0,17.0,8,0.0038399100303649902
182500,12.88,15.88,8,0.016612064093351364
183000,14.12,17.12,8,0.005307995248585939
183500,11.38,14.38,8,0.0029363734647631645
184000,8.75,11.75,8,0.005489282310009003
184500,6.75,9.75,8,0.0034897434525191784
185000,11.88,14.88,8,0.006194014567881823
185500,13.38,16.38,8,0.009273983538150787
186000,11.88,14.88,8,0.005433809943497181
186500,9.0,12.0,8,0.005666201002895832
187000,14.5,17.5,8,0.0023463929537683725
187500,14.0,17.0,8,0.0032729797530919313
188000,14.38,17.38,8,0.004038626793771982
188500,10.12,13.12,8,0.0040888916701078415
189000,14.5,17.5,8,0.007563551422208548
189500,14.0,17.0,8,0.0064758798107504845
190000,15.25,18.25,8,0.0036754922475665808
190500,13.25,16.25,8,0.003880314761772752
191000,13.62,16.62,8,0.002216637833043933
191500,14.12,17.12,8,0.005261491052806377
192000,12.12,15.12,8,0.004547807388007641
192500,11.12,14.12,8,0.004986853804439306
193000,12.38,15.38,8,0.0058732894249260426
193500,14.0,17.0,8,0.0058590685948729515
194000,14.0,17.0,8,0.0027912165969610214
194500,17.25,20.25,8,0.008129633963108063
195000,11.38,14.38,8,0.003118520136922598
195500,12.5,15.5,8,0.004407539963722229
196000,17.0,20.0,8,0.007293117232620716
196500,14.25,17.25,8,0.003412076039239764
197000,14.88,17.88,8,0.0039004047866910696
197500,10.62,13.62,8,0.008076345548033714
198000,18.12,21.12,8,0.0022875494323670864
198500,13.25,16.25,8,0.003543764352798462
199000,13.88,16.88,8,0.0023593874648213387
199500,11.88,14.88,8,0.004425307735800743
200000,14.0,17.0,8,0.0030995095148682594
