iteration,reward_mean,length_mean,games,loss
144000,7.38,10.38,8,0.0022690033074468374
146000,9.25,12.25,8,0.015975158661603928
148000,4.75,7.75,8,0.003076370572671294
150000,4.5,7.5,8,0.002898664679378271
152000,9.25,12.25,8,0.0019451311090961099
154000,7.0,10.0,8,0.003205621847882867
156000,5.75,8.75,8,0.0023275921121239662
158000,10.88,13.88,8,0.003404856426641345
160000,9.12,12.12,8,0.0017707671504467726
162000,9.5,12.5,8,0.0018509249202907085
164000,8.38,11.38,8,0.0031447182409465313
166000,8.62,11.62,8,0.004216707311570644
168000,7.12,10.12,8,0.0031707980670034885
170000,8.88,11.88,8,0.0024196419399231672
172000,6.38,9.38,8,0.012140692211687565
174000,9.5,12.5,8,0.0012889672070741653
176000,8.38,11.38,8,0.0014609843492507935
178000,8.62,11.62,8,0.014425183646380901
180000,8.75,11.75,8,0.003970261663198471
182000,10.88,13.88,8,0.0016951772850006819
184000,7.0,10.0,8,0.011561399325728416
186000,8.38,11.38,8,0.020968403667211533
188000,6.0,9.0,8,0.002759728580713272
190000,9.0,12.0,8,0.0027696669567376375
192000,10.0,13.0,8,0.009951414540410042
194000,8.62,11.62,8,0.0016868235543370247
196000,12.0,15.0,8,0.0023518470115959644
198000,7.0,10.0,8,0.010212715715169907
200000,8.12,11.12,8,0.0030556414276361465
202000,9.38,12.38,8,0.003189440816640854
204000,7.62,10.62,8,0.0025929235853254795
206000,11.25,14.25,8,0.003053968772292137
208000,8.88,11.88,8,0.004265862051397562
210000,8.88,11.88,8,0.0037328721955418587
212000,9.88,12.88,8,0.0035883744712918997
214000,13.88,16.88,8,0.0014461952960118651
216000,9.75,12.75,8,0.0030221855267882347
218000,8.38,11.38,8,0.0019481208873912692
220000,8.75,11.75,8,0.0038404520601034164
222000,5.5,8.5,8,0.00663724634796381
224000,6.38,9.38,8,0.0031067226082086563
226000,7.38,10.38,8,0.004264503717422485
228000,9.5,12.5,8,0.0012983819469809532
230000,7.75,10.75,8,0.0031290724873542786
232000,7.75,10.75,8,0.00522008677944541
234000,10.75,13.75,8,0.0038231820799410343
236000,9.0,12.0,8,0.0042096637189388275
238000,12.88,15.88,8,0.004279187880456448
240000,4.88,7.88,8,0.005692020058631897
242000,11.62,14.62,8,0.0019828774966299534
244000,8.62,11.62,8,0.002361864782869816
246000,7.5,10.5,8,0.0032582662533968687
248000,11.0,14.0,8,0.00213535875082016
250000,8.0,11.0,8,0.0033775209449231625
252000,12.12,15.12,8,0.0017967395251616836
254000,12.62,15.62,8,0.011485762894153595
256000,8.75,11.75,8,0.004451478831470013
258000,10.62,13.62,8,0.0025418419390916824
260000,8.5,11.5,8,0.00286351190879941
262000,8.25,11.25,8,0.0023685218766331673
264000,10.5,13.5,8,0.007718939334154129
266000,11.38,14.38,8,0.0031408327631652355
268000,12.12,15.12,8,0.002529563382267952
270000,11.5,14.5,8,0.004198629409074783
272000,13.75,16.75,8,0.0037186439149081707
274000,10.5,13.5,8,0.00636863661929965
276000,9.25,12.25,8,0.002839666558429599
278000,6.12,9.12,8,0.0018936754204332829
280000,8.12,11.12,8,0.004011376760900021
282000,8.38,11.38,8,0.001485027140006423
284000,9.62,12.62,8,0.0020119748078286648
286000,6.38,9.38,8,0.0019514306914061308
288000,7.25,10.25,8,0.0037123023066669703
290000,12.5,15.5,8,0.004386495798826218
292000,9.5,12.5,8,0.003083202289417386
294000,10.25,13.25,8,0.003746570087969303
296000,7.5,10.5,8,0.0139937624335289
298000,9.88,12.88,8,0.0041403984650969505
300000,12.12,15.12,8,0.0027080816216766834
302000,11.0,14.0,8,0.0023833559826016426
304000,8.5,11.5,8,0.004442748613655567
306000,9.38,12.38,8,0.0029784254729747772
308000,10.0,13.0,8,0.0029507598374038935
310000,11.75,14.75,8,0.0019065014785155654
312000,12.75,15.75,8,0.0040855081751942635
314000,11.88,14.88,8,0.004393087234348059
316000,11.88,14.88,8,0.0029509521555155516
318000,10.62,13.62,8,0.00421744491904974
320000,8.62,11.62,8,0.002819663379341364
322000,8.88,11.88,8,0.004061118699610233
324000,6.25,9.25,8,0.0027052005752921104
326000,11.38,14.38,8,0.0017723840428516269
328000,6.25,9.25,8,0.003961574286222458
330000,9.25,12.25,8,0.0028786680195480585
332000,12.62,15.62,8,0.004184355027973652
334000,10.25,13.25,8,0.00858578085899353
336000,12.5,15.5,8,0.00287772249430418
338000,9.38,12.38,8,0.006515467539429665
340000,13.88,16.88,8,0.004197931848466396
342000,10.38,13.38,8,0.004763582721352577
344000,10.0,13.0,8,0.0028253572527319193
346000,10.25,13.25,8,0.012846329249441624
348000,12.62,15.62,8,0.0033875491935759783
350000,13.12,16.12,8,0.0018997852457687259
352000,10.25,13.25,8,0.0049554528668522835
354000,14.88,17.88,8,0.0021146885119378567
356000,13.12,16.12,8,0.002402164041996002
358000,8.0,11.0,8,0.003613090608268976
360000,8.5,11.5,8,0.006918766535818577
362000,13.56,16.56,9,0.0038485871627926826
364000,12.38,15.38,8,0.003045849036425352
366000,10.38,13.38,8,0.014272483065724373
368000,8.5,11.5,8,0.0030715668108314276
370000,11.12,14.12,8,0.005154205020517111
372000,15.38,18.38,8,0.0048303864896297455
374000,12.62,15.62,8,0.006927753798663616
376000,7.62,10.62,8,0.0031145079992711544
378000,8.62,11.62,8,0.004318126477301121
380000,16.44,19.44,9,0.003160337219014764
382000,10.25,13.25,8,0.0027907537296414375
384000,9.12,12.12,8,0.003188359085470438
386000,13.38,16.38,8,0.00376216066069901
388000,10.38,13.38,8,0.0032668032217770815
390000,12.12,15.12,8,0.004316153936088085
392000,13.5,16.5,8,0.002257026731967926
394000,14.88,17.88,8,0.004325490444898605
396000,14.75,17.75,8,0.001942358911037445
398000,14.12,17.12,8,0.002805724274367094
400000,9.75,12.75,8,0.0013219849206507206
402000,12.12,15.12,8,0.0035260035656392574
404000,12.12,15.12,8,0.009297527372837067
406000,13.0,16.0,8,0.003976298961788416
408000,15.75,18.75,8,0.002820707857608795
410000,18.75,21.75,8,0.003522801911458373
412000,16.88,19.88,8,0.018530553206801414
414000,14.88,17.88,8,0.0033914046362042427
416000,9.38,12.38,8,0.004574517719447613
418000,14.88,17.88,8,0.002067634603008628
420000,14.12,17.12,8,0.003567539621144533
422000,13.78,16.78,9,0.014026481658220291
424000,14.5,17.5,8,0.013129550963640213
426000,11.62,14.62,8,0.003943698946386576
428000,14.62,17.62,8,0.001807894790545106
430000,12.62,15.62,8,0.0034265201538801193
432000,12.88,15.88,8,0.004716566763818264
434000,12.75,15.75,8,0.0030667423270642757
436000,11.25,14.25,8,0.003272110130637884
438000,15.12,18.12,8,0.0037283592391759157
440000,11.75,14.75,8,0.008758015930652618
442000,13.5,16.5,8,0.013553125783801079
444000,11.12,14.12,8,0.0032013985328376293
446000,14.62,17.62,8,0.00759064732119441
448000,9.88,12.88,8,0.007850143127143383
450000,13.38,16.38,8,0.00471088569611311
452000,15.5,18.5,8,0.0032514738850295544
454000,14.0,17.0,8,0.0033096661791205406
456000,12.75,15.75,8,0.003685604315251112
458000,11.0,14.0,8,0.004478467628359795
460000,15.12,18.12,8,0.0036057622637599707
462000,13.38,16.38,8,0.0023523385170847178
464000,14.62,17.62,8,0.002339388709515333
466000,10.62,13.62,8,0.004247227683663368
468000,15.75,18.75,8,0.006807809695601463
470000,13.88,16.88,8,0.005202093161642551
472000,14.12,17.12,8,0.003691416233778
474000,14.25,17.25,8,0.00660424679517746
476000,15.75,18.75,8,0.0043283915147185326
478000,16.88,19.88,8,0.004729412961751223
480000,9.88,12.88,8,0.00415330845862627
482000,15.25,18.25,8,0.0041217501275241375
484000,10.12,13.12,8,0.003702268935739994
486000,10.78,13.78,9,0.004911675583571196
488000,15.25,18.25,8,0.002846918534487486
490000,16.5,19.5,8,0.004728382918983698
492000,11.88,14.88,8,0.0024835579097270966
494000,16.75,19.75,8,0.0045248232781887054
496000,14.88,17.88,8,0.003588397055864334
498000,13.5,16.5,8,0.0032855470199137926
500000,12.38,15.38,8,0.002692603040486574
502000,17.62,20.62,8,0.004521685186773539
504000,18.38,21.38,8,0.004427813924849033
506000,13.12,16.12,8,0.0032232587691396475
508000,14.75,17.75,8,0.0026155435480177402
510000,16.0,19.0,8,0.011997402645647526
512000,8.88,11.88,8,0.010582529939711094
514000,15.75,18.75,8,0.002407474908977747
516000,15.62,18.62,8,0.013591373339295387
518000,12.12,15.12,8,0.003964712843298912
520000,12.38,15.38,8,0.00502029387280345
522000,13.62,16.62,8,0.0037210185546427965
524000,14.75,17.75,8,0.00324690411798656
526000,16.0,19.0,8,0.0038334685377776623
528000,9.75,12.75,8,0.006861365865916014
530000,8.75,11.75,8,0.0027438378892838955
532000,15.0,18.0,8,0.0039952602237463
534000,15.38,18.38,8,0.00972147285938263
536000,20.12,23.12,8,0.006361187435686588
538000,13.88,16.88,8,0.0031826323829591274
540000,16.38,19.38,8,0.002741664182394743
542000,14.25,17.25,8,0.0044797491282224655
544000,12.12,15.12,8,0.003129623830318451
546000,13.12,16.12,8,0.003971994388848543
548000,16.0,19.0,8,0.011535141617059708
550000,13.75,16.75,8,0.007170889526605606
552000,14.5,17.5,8,0.007728526834398508
554000,15.5,18.5,8,0.002952730981633067
556000,18.75,21.75,8,0.0031297379173338413
558000,13.88,16.88,8,0.006201050244271755
560000,14.38,17.38,8,0.008654157631099224
562000,11.88,14.88,8,0.01872546225786209
564000,18.0,21.0,8,0.014874285086989403
566000,11.62,14.62,8,0.004307204857468605
568000,14.62,17.62,8,0.0034812982194125652
570000,15.38,18.38,8,0.007006161846220493
572000,13.75,16.75,8,0.0063720084726810455
574000,11.38,14.38,8,0.0027779140509665012
576000,13.75,16.75,8,0.003100133268162608
578000,12.38,15.38,8,0.006700510159134865
580000,12.12,15.12,8,0.0057626026682555676
582000,15.5,18.5,8,0.004768142011016607
584000,15.62,18.62,8,0.0038307425566017628
586000,15.75,18.75,8,0.004270590376108885
588000,18.5,21.5,8,0.006342791020870209
590000,16.5,19.5,8,0.005620242562144995
592000,18.38,21.38,8,0.004706470295786858
594000,15.5,18.5,8,0.0029595019295811653
596000,15.88,18.88,8,0.009677162393927574
598000,13.12,16.12,8,0.004396997392177582
600000,16.12,19.12,8,0.005834943614900112
602000,15.5,18.5,8,0.003365269396454096
604000,11.75,14.75,8,0.002779583912342787
606000,17.75,20.75,8,0.009055695496499538
608000,13.88,16.88,8,0.003292726119980216
610000,13.12,16.12,8,0.0035137375816702843
612000,17.5,20.5,8,0.00768411997705698
614000,21.75,24.75,8,0.00301416777074337
616000,21.62,24.62,8,0.004644043743610382
618000,14.0,17.0,8,0.01115458831191063
620000,11.88,14.88,8,0.005442741326987743
622000,12.5,15.5,8,0.01322205737233162
624000,17.38,20.38,8,0.006726556457579136
626000,18.62,21.62,8,0.004088565707206726
628000,12.12,15.12,8,0.003946932498365641
630000,14.0,17.0,8,0.009815630502998829
632000,14.25,17.25,8,0.00408410606905818
634000,13.88,16.88,8,0.003961129579693079
636000,12.88,15.88,8,0.005990144796669483
638000,10.0,13.0,8,0.001841673394665122
640000,9.62,12.62,8,0.005599750205874443
642000,17.75,20.75,8,0.0055493442341685295
644000,14.88,17.88,8,0.007370947394520044
646000,19.88,22.88,8,0.008862271904945374
648000,16.75,19.75,8,0.003431999124586582
650000,17.5,20.5,8,0.006841406691819429
652000,16.75,19.75,8,0.008424981497228146
654000,17.12,20.12,8,0.006956959143280983
656000,18.88,21.88,8,0.013643241487443447
658000,13.12,16.12,8,0.008678426966071129
660000,14.62,17.62,8,0.00517668342217803
662000,11.38,14.38,8,0.004986128769814968
664000,16.12,19.12,8,0.012886988930404186
666000,15.5,18.5,8,0.004928214941173792
668000,15.0,18.0,8,0.0051423655822873116
670000,13.38,16.38,8,0.011092355474829674
672000,14.33,17.33,9,0.004872502759099007
674000,14.75,17.75,8,0.012436178512871265
676000,15.25,18.25,8,0.008392305113375187
678000,14.25,17.25,8,0.006567926146090031
680000,14.75,17.75,8,0.005851746536791325
682000,17.0,20.0,8,0.006249116733670235
684000,12.88,15.88,8,0.004958618897944689
686000,14.88,17.88,8,0.005102813243865967
688000,10.62,13.62,8,0.010954304598271847
690000,11.0,14.0,8,0.010095838457345963
692000,14.33,17.33,9,0.00319122476503253
694000,17.25,20.25,8,0.0049827201291918755
696000,20.5,23.5,8,0.008457941934466362
698000,23.0,26.0,8,0.004978608340024948
700000,11.0,14.0,8,0.009181758388876915
702000,16.12,19.12,8,0.005490530282258987
704000,15.0,18.0,8,0.009645463898777962
706000,11.0,14.0,8,0.015550313517451286
708000,16.12,19.12,8,0.004114838317036629
710000,16.12,19.12,8,0.01387016475200653
712000,18.0,21.0,8,0.011132443323731422
714000,15.75,18.75,8,0.004823986440896988
716000,15.38,18.38,8,0.005035111680626869
718000,13.12,16.12,8,0.008546041324734688
720000,13.88,16.88,8,0.005271167028695345
722000,11.38,14.38,8,0.009676065295934677
724000,12.38,15.38,8,0.0045571778900921345
726000,19.38,22.38,8,0.004708244930952787
728000,18.12,21.12,8,0.008577240630984306
730000,19.0,22.0,8,0.005059505347162485
732000,17.75,20.75,8,0.0036400947719812393
734000,12.62,15.62,8,0.005888678133487701
736000,11.62,14.62,8,0.006395726464688778
738000,17.75,20.75,8,0.007210231386125088
740000,9.75,12.75,8,0.004432194866240025
742000,15.62,18.62,8,0.0062569789588451385
744000,12.0,15.0,8,0.0034023027401417494
746000,15.38,18.38,8,0.0053372010588645935
748000,12.12,15.12,8,0.0072386981919407845
750000,18.0,21.0,8,0.0064660836942493916
752000,20.38,23.38,8,0.006705714389681816
754000,19.75,22.75,8,0.01045851968228817
756000,23.25,26.25,8,0.007611850742250681
758000,14.38,17.38,8,0.007063050754368305
760000,12.12,15.12,8,0.004961173515766859
762000,15.75,18.75,8,0.004677128046751022
764000,14.62,17.62,8,0.008422932587563992
766000,21.0,24.0,8,0.006875304505228996
768000,15.5,18.5,8,0.006009475793689489
770000,16.25,19.25,8,0.024038538336753845
772000,14.38,17.38,8,0.011580880731344223
774000,13.25,16.25,8,0.003944396506994963
776000,14.5,17.5,8,0.005630942061543465
778000,19.75,22.75,8,0.007742778398096561
780000,20.12,23.12,8,0.0022226194851100445
782000,19.25,22.25,8,0.006639371160417795
784000,17.25,20.25,8,0.003999615088105202
786000,17.5,20.5,8,0.006113281007856131
788000,15.75,18.75,8,0.0035978942178189754
790000,21.38,24.38,8,0.014650802128016949
792000,19.38,22.38,8,0.006076435092836618
794000,15.62,18.62,8,0.013521420769393444
796000,16.5,19.5,8,0.006944953463971615
798000,16.75,19.75,8,0.006682408973574638
800000,16.12,19.12,8,0.005860324017703533
802000,16.62,19.62,8,0.00635683024302125
804000,16.0,19.0,8,0.003477700985968113
806000,18.5,21.5,8,0.006937266793102026
808000,15.38,18.38,8,0.004538192413747311
810000,11.5,14.5,8,0.00633213808760047
812000,16.62,19.62,8,0.021176734939217567
814000,21.38,24.38,8,0.014083204790949821
816000,22.25,25.25,8,0.005980556830763817
818000,21.88,24.88,8,0.00491590378805995
820000,16.25,19.25,8,0.009718269109725952
822000,13.0,16.0,8,0.004462059121578932
824000,19.62,22.62,8,0.0028718444518744946
826000,11.12,14.12,8,0.009125452488660812
828000,20.5,23.5,8,0.004207514226436615
830000,19.38,22.38,8,0.0033048903569579124
832000,18.12,21.12,8,0.013197408989071846
834000,15.5,18.5,8,0.007077997550368309
836000,16.0,19.0,8,0.006862040143460035
838000,16.75,19.75,8,0.005476648919284344
840000,13.0,16.0,8,0.006407382898032665
842000,18.38,21.38,8,0.0027893134392797947
844000,11.38,14.38,8,0.003521435894072056
846000,17.25,20.25,8,0.007385571487247944
848000,16.75,19.75,8,0.0064289988949894905
850000,17.5,20.5,8,0.006852864287793636
852000,16.25,19.25,8,0.0027765478007495403
854000,16.12,19.12,8,0.004575400613248348
856000,16.62,19.62,8,0.004025355912744999
858000,18.0,21.0,8,0.007241975516080856
860000,17.0,20.0,8,0.0055650402791798115
862000,17.38,20.38,8,0.007484096102416515
864000,19.22,22.22,9,0.007178190629929304
866000,17.0,20.0,8,0.011721041984856129
868000,16.25,19.25,8,0.0024342015385627747
870000,14.38,17.38,8,0.011875973083078861
872000,13.5,16.5,8,0.003383779898285866
874000,15.38,18.38,8,0.0044255442917346954
876000,15.75,18.75,8,0.0036828096490353346
878000,14.88,17.88,8,0.0046405731700360775
880000,19.25,22.25,8,0.006321816239506006
882000,18.12,21.12,8,0.0030453125946223736
884000,12.12,15.12,8,0.005154605023562908
886000,14.5,17.5,8,0.012181551195681095
888000,10.25,13.25,8,0.004925781395286322
890000,14.62,17.62,8,0.004942775703966618
892000,14.0,17.0,8,0.008871608413755894
894000,14.62,17.62,8,0.0033569035585969687
896000,16.0,19.0,8,0.004664628300815821
898000,16.12,19.12,8,0.0037232825998216867
900000,16.88,19.88,8,0.01331983134150505
902000,13.62,16.62,8,0.012089834548532963
904000,18.25,21.25,8,0.02769196406006813
906000,14.88,17.88,8,0.008948680013418198
908000,22.5,25.5,8,0.017958834767341614
910000,20.62,23.62,8,0.006883538328111172
912000,17.62,20.62,8,0.009545590728521347
914000,16.12,19.12,8,0.005684316158294678
916000,19.75,22.75,8,0.012193826958537102
918000,17.88,20.88,8,0.0053542908281087875
920000,17.62,20.62,8,0.0044816043227910995
922000,18.38,21.38,8,0.00254334369674325
924000,16.5,19.5,8,0.004571524914354086
926000,16.12,19.12,8,0.0022617517970502377
928000,17.38,20.38,8,0.00391796650364995
930000,18.75,21.75,8,0.003369305282831192
932000,17.0,20.0,8,0.005078690126538277
934000,16.38,19.38,8,0.00254469970241189
936000,19.12,22.12,8,0.004651282913982868
938000,16.25,19.25,8,0.0028970371931791306
940000,17.38,20.38,8,0.00516015850007534
942000,13.25,16.25,8,0.007770712953060865
944000,17.62,20.62,8,0.004747261293232441
946000,17.62,20.62,8,0.006246293429285288
948000,16.12,19.12,8,0.006048218347132206
950000,13.88,16.88,8,0.007145874202251434
952000,12.62,15.62,8,0.007399733178317547
954000,23.38,26.38,8,0.004857872612774372
956000,15.0,18.0,8,0.006003041751682758
958000,15.75,18.75,8,0.0072157252579927444
960000,18.88,21.88,8,0.016241585835814476
962000,18.75,21.75,8,0.004270690958946943
964000,16.88,19.88,8,0.0048501985147595406
966000,13.38,16.38,8,0.017824064940214157
968000,18.88,21.88,8,0.004818564280867577
970000,19.0,22.0,8,0.006738328840583563
972000,20.25,23.25,8,0.003056626534089446
974000,18.88,21.88,8,0.008304417133331299
976000,14.56,17.56,9,0.005956885404884815
978000,19.88,22.88,8,0.004777079448103905
980000,17.25,20.25,8,0.0026987672317773104
982000,14.75,17.75,8,0.006154636852443218
984000,18.12,21.12,8,0.007282775826752186
986000,14.62,17.62,8,0.011074542999267578
988000,19.25,22.25,8,0.005321909673511982
990000,16.25,19.25,8,0.0045339250937104225
992000,21.25,24.25,8,0.005916404537856579
994000,15.38,18.38,8,0.004034136421978474
996000,16.62,19.62,8,0.007392530329525471
998000,18.62,21.62,8,0.0033932547084987164
1000000,22.5,25.5,8,0.0022453521378338337
1002000,17.88,20.88,8,0.0024669335689395666
1004000,14.25,17.25,8,0.011276558972895145
1006000,12.25,15.25,8,0.0042211273685097694
1008000,12.75,15.75,8,0.009311857633292675
1010000,17.25,20.25,8,0.006506004370748997
1012000,17.0,20.0,8,0.00730505445972085
1014000,20.5,23.5,8,0.005250032991170883
1016000,16.25,19.25,8,0.004236176144331694
1018000,19.88,22.88,8,0.008652929216623306
1020000,17.38,20.38,8,0.0056372438557446
1022000,18.75,21.75,8,0.005601783283054829
1024000,18.5,21.5,8,0.017171595245599747
1026000,17.12,20.12,8,0.004752974025905132
1028000,21.5,24.5,8,0.009415085427463055
1030000,17.12,20.12,8,0.003665803000330925
1032000,14.88,17.88,8,0.005286063067615032
1034000,15.0,18.0,8,0.00531109469011426
1036000,21.62,24.62,8,0.006881273351609707
1038000,17.12,20.12,8,0.0036567156203091145
1040000,17.62,20.62,8,0.003289724700152874
1042000,22.38,25.38,8,0.009376900270581245
1044000,16.5,19.5,8,0.012373107485473156
1046000,11.62,14.62,8,0.004212582483887672
1048000,15.62,18.62,8,0.00781957246363163
1050000,15.12,18.12,8,0.004643287509679794
1052000,17.12,20.12,8,0.013766984455287457
1054000,17.88,20.88,8,0.008022488094866276
1056000,18.0,21.0,8,0.011664758436381817
1058000,19.25,22.25,8,0.004411913454532623
1060000,14.88,17.88,8,0.017973195761442184
1062000,14.62,17.62,8,0.010738344863057137
1064000,18.12,21.12,8,0.0034693593624979258
1066000,9.5,12.5,8,0.007055364549160004
1068000,15.5,18.5,8,0.0025561992079019547
1070000,17.75,20.75,8,0.008034043945372105
1072000,14.25,17.25,8,0.0048205433413386345
1074000,20.33,23.33,9,0.003818540833890438
1076000,21.75,24.75,8,0.005317562259733677
1078000,16.38,19.38,8,0.008491012267768383
1080000,12.38,15.38,8,0.0032423113007098436
1082000,16.62,19.62,8,0.007020232267677784
1084000,16.62,19.62,8,0.004566573537886143
1086000,19.12,22.12,8,0.004870975390076637
1088000,16.5,19.5,8,0.004462477285414934
1090000,18.38,21.38,8,0.008938878774642944
1092000,17.62,20.62,8,0.0031122369691729546
1094000,14.12,17.12,8,0.005353241693228483
1096000,16.0,19.0,8,0.007348380982875824
1098000,20.75,23.75,8,0.006529510486871004
1100000,17.38,20.38,8,0.007958423346281052
1102000,18.12,21.12,8,0.005681713577359915
1104000,19.25,22.25,8,0.008080227300524712
1106000,18.38,21.38,8,0.0037886237259954214
1108000,17.0,20.0,8,0.011613782495260239
1110000,20.25,23.25,8,0.010289128869771957
1112000,22.25,25.25,8,0.003900726092979312
1114000,21.25,24.25,8,0.004515455104410648
1116000,17.25,20.25,8,0.008901686407625675
1118000,18.12,21.12,8,0.007150766905397177
1120000,15.25,18.25,8,0.004240503069013357
1122000,14.0,17.0,8,0.005532032810151577
1124000,13.5,16.5,8,0.003681737929582596
1126000,18.88,21.88,8,0.005791420582681894
1128000,12.5,15.5,8,0.005478802137076855
1130000,12.0,15.0,8,0.004912112839519978
1132000,17.25,20.25,8,0.008735273033380508
1134000,17.25,20.25,8,0.012476574629545212
1136000,21.62,24.62,8,0.005559317767620087
1138000,18.88,21.88,8,0.010283051989972591
1140000,17.0,20.0,8,0.0067642973735928535
1142000,17.5,20.5,8,0.005277263466268778
1144000,15.5,18.5,8,0.004072683863341808
1146000,13.25,16.25,8,0.004538213834166527
1148000,19.5,22.5,8,0.008518612943589687
1150000,16.12,19.12,8,0.006098686717450619
1152000,18.25,21.25,8,0.004973474889993668
1154000,16.88,19.88,8,0.004356526304036379
1156000,13.38,16.38,8,0.012004304677248001
1158000,11.5,14.5,8,0.007043042220175266
1160000,18.88,21.88,8,0.003486888948827982
1162000,16.25,19.25,8,0.004034549929201603
1164000,14.25,17.25,8,0.005787515081465244
1166000,18.0,21.0,8,0.014745907858014107
1168000,18.38,21.38,8,0.005183716304600239
1170000,19.38,22.38,8,0.006018594838678837
1172000,17.62,20.62,8,0.00608768779784441
1174000,17.12,20.12,8,0.010908441618084908
1176000,16.62,19.62,8,0.0045715137384831905
1178000,15.5,18.5,8,0.010085787624120712
1180000,17.38,20.38,8,0.002601192332804203
1182000,14.88,17.88,8,0.01022132858633995
1184000,15.0,18.0,8,0.0032137464731931686
1186000,17.88,20.88,8,0.010448251850903034
1188000,12.12,15.12,8,0.008800309151411057
1190000,17.88,20.88,8,0.002814185107126832
1192000,19.88,22.88,8,0.005653838627040386
1194000,13.25,16.25,8,0.00710724201053381
1196000,16.88,19.88,8,0.004164687357842922
1198000,18.75,21.75,8,0.004606467206031084
1200000,16.67,19.67,9,0.005440450739115477
1202000,13.0,16.0,8,0.013496085070073605
1204000,14.38,17.38,8,0.0030825105495750904
1206000,16.38,19.38,8,0.0035742204636335373
1208000,19.62,22.62,8,0.005150281824171543
1210000,11.0,14.0,8,0.0030269487760961056
1212000,15.5,18.5,8,0.004067966714501381
1214000,16.62,19.62,8,0.007745066657662392
1216000,17.0,20.0,8,0.007729799952358007
1218000,16.88,19.88,8,0.009250303730368614
1220000,14.12,17.12,8,0.006310361437499523
1222000,16.25,19.25,8,0.005497199483215809
1224000,9.88,12.88,8,0.007109789177775383
1226000,17.88,20.88,8,0.007614199537783861
1228000,20.38,23.38,8,0.0025092309806495905
1230000,16.12,19.12,8,0.004977666772902012
1232000,12.75,15.75,8,0.003268054686486721
1234000,18.62,21.62,8,0.006732297129929066
1236000,20.0,23.0,8,0.005677089560776949
1238000,19.12,22.12,8,0.004005584865808487
1240000,17.62,20.62,8,0.00537525862455368
1242000,18.25,21.25,8,0.008821806870400906
